Index,संस्कृतम्,हिन्दी अर्ध,English Meaning,word,sandhied_word,kaaraka_sambandha,hindi_meaning
,ध्यायन्तीम्,स्मरण करती हुई,contemplating(Rama),,,,
,,,,,,,
,,,,,,,
,अशोक-वनिकाम्,अशोक वाटिका में,in the Ashoka grove,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,गताम्,स्थित,confined,,,,
,,,,,,,
,,,,,,,
5.1.A,नि-वेदयित्वा,समर्पित कर,having presented,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,अभि-ज्ञानम्,परिचायक वस्तु,the souvenir,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,प्रवृत्तिम्,घटनाओं को,incidents,,,,
,,,,,,,
,,,,,,,
,वि-नि-वेद्य,बतलाकर,having described,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,समाश्वास्य,आश्वस्त कर,having consoled,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,वैदेहीम्,सीता को,Sita,,,,
,,,,,,,
,,,,,,,
,मर्दयामास,ध्वस्त कर दिया,demolished,,,,
,,,,,,,
,,,,,,,
,तोरणम्,अशोक वाटिका के प्रवेश द्वार को,outer gate of Ashoka garden,,,,
,,,,,,,
,,,,,,,
6.1.A,पञ्च,पाँच,five,,,,
,,,,,,,
,,,,,,,
,सेनाग्रगान्,सेनापतियों को,army commanders,,,,
,,,,,,,
,,,,,,,
,हत्वा,मारकर,having killed,,,,
,,,,,,,
,,,,,,,
,सप्त,सात,seven,,,,
,,,,,,,
,,,,,,,
,मन्त्रि-सुतान्,मंत्रियों के पुत्रा को,sons of ministers,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,अपि,भी,also,,,,
,,,,,,,
,,,,,,,
,शूरम्,शौर्यगुणयुक्त,gallant,,,,
,,,,,,,
,,,,,,,
,अक्षं,अक्ष को,Aksa,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,निष्पिष्य,चूर्ण करके,having crushed,,,,
,,,,,,,
,,,,,,,
,ग्रहणं,ब्रह्मास्त्र बन्धन म,to be bound,,,,
,,,,,,,
,,,,,,,
,समुपागमत्,पहुँच गया,allowed himself,,,,
,,,,,,,
,,,,,,,
7.1.A,अस्त्रेण,ब्रह्मास्त्र से,by Brahmastra,,,,
,,,,,,,
,,,,,,,
,उन्मुक्तम्,मुक्त,released,,,,
,,,,,,,
,,,,,,,
,आत्मानम्,अपने आप को,himself,,,,
,,,,,,,
,,,,,,,
,ज्ञात्वा,जानकर,having known,,,,
,,,,,,,
,,,,,,,
,पैतामहात्,ब्रह्मा से प्राप्त,received from Pitamaha Brahma,,,,
,,,,,,,
,,,,,,,
,वरात्,वरदान के कारण,in consequence of boon by the missiles,,,,
,,,,,,,
,,,,,,,
,मषर्यन्,सहन करते हुए,bearing with,,,,
,,,,,,,
,,,,,,,
,राक्षसान्,राक्षसों को,demons,,,,
,,,,,,,
,,,,,,,
,वीरः,वीर,the hero (Hanuman),,,,
,,,,,,,
,,,,,,,
,यन्त्रिणः,बांधकर ले जानेवाले,who can bind him in bondage,,,,
,,,,,,,
,,,,,,,
,तान्,उनको,those,,,,
,,,,,,,
,,,,,,,
,यदृच्छया,अपनी इच्छा से,deliberately,,,,
,,,,,,,
,,,,,,,
8.1.A,ततः,उसके बाद,thereafter,,,,
,,,,,,,
,,,,,,,
,दग्ध्वा,जलाकर,having set on fire,,,,
,,,,,,,
,,,,,,,
,पुरीं,पुरीं,the city,,,,
,,,,,,,
,,,,,,,
,लङ्काम्,लङ्काम्,to the Lanka by name,,,,
,,,,,,,
,,,,,,,
,ऋते,छोड.कर,leaving,,,,
,,,,,,,
,,,,,,,
,सीतां,सीतां,सीतां,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,मैथिलीम्,मिथिला नरेश की पुत्री,to the princess of Mithila,,,,
,,,,,,,
,,,,,,,
,रामाय,राम को,to Rama,,,,
,,,,,,,
,,,,,,,
,प्रियम्,प्रिय,delightful,,,,
,,,,,,,
,,,,,,,
,आख्यातुम्,कहने के लिए,to say,,,,
,,,,,,,
,,,,,,,
,पुनः,फिर,again,,,,
,,,,,,,
,,,,,,,
,आयात्,आया,returned back,,,,
,,,,,,,
,,,,,,,
,महा-कपिः,वानर श्रेष्ठ (हनुमान्),the great monkey (Hanuman),,,,
,,,,,,,
,,,,,,,
,,,,,,,
9.1.A,सः,वह हनुमान्,he (Hanuman),,,,
,,,,,,,
,,,,,,,
,अभि-गम्य,पास जाकर,having approached,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,महात्मानम्,महान्,high souled,,,,
,,,,,,,
,,,,,,,
,कृत्वा,करके,having done,,,,
,,,,,,,
,,,,,,,
,रामं,रामं,to Rama,,,,
,,,,,,,
,,,,,,,
,प्र-दक्षिणम्,प्र-दक्षिणम्,moving around clockwise,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,न्यवेदयत्,निवेदन किया,submitted,,,,
,,,,,,,
,,,,,,,
,अमेयात्मा,अपरिमेय बुद्धि सम्पन्न,having unmeasurable intelligence,,,,
,,,,,,,
,,,,,,,
,दृष्टा,देखी गई,had been seen,,,,
,,,,,,,
,,,,,,,
,सीता,सीता,Sita,,,,
,,,,,,,
,,,,,,,
,इति,इस प्रकार,that,,,,
,,,,,,,
,,,,,,,
,तत्त्वतः,वस्तुतः,in reality,,,,
,,,,,,,
,,,,,,,
10.1.A,ततः,उसके बाद,thereafter,,,,
,,,,,,,
,,,,,,,
,सुग्रीव-सहितः,सुग्रीव के साथ,accompanied by Sugriva,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,गत्वा,जाकर,having moved,,,,
,,,,,,,
,,,,,,,
,तीरं,तट को,to the shore,,,,
,,,,,,,
,,,,,,,
,महोदधेः,समुद्र के,of the great ocean,,,,
,,,,,,,
,,,,,,,
,समुद्रं,समुद्र को,to the sea,,,,
,,,,,,,
,,,,,,,
,क्षोभयामास,आकुल किया,shook to its lowest depth,,,,
,,,,,,,
,,,,,,,
,शरैः,बाणों से,with arrows,,,,
,,,,,,,
,,,,,,,
,आदित्य-सन्निभैः,आदित्य-सन्निभैः,like the glorious sun,,,,
,,,,,,,
,,,,,,,
,,,,,,,
11.1.A,दर्शयामास,दिखाया,revealed,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,आत्मानम्,अपने आप को,himself,,,,
,,,,,,,
,,,,,,,
,समुद्रः,समुद्र,ocean,,,,
,,,,,,,
,,,,,,,
,सरितां,नदिया के,of the rivers,,,,
,,,,,,,
,,,,,,,
,पतिः,पति,the lord,,,,
,,,,,,,
,,,,,,,
,समुद्र-वचनात्,समुद्र-कथन से,at the intercession of the sea,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,एव,ही,only,,,,
,,,,,,,
,,,,,,,
,नलं,नल से,by Nala,,,,
,,,,,,,
,,,,,,,
,सेतुम्,पुल,a bridge,,,,
,,,,,,,
,,,,,,,
,अकारयत्,बनवाया,caused to build,,,,
,,,,,,,
,,,,,,,
,1.Aश्लोक,1.Fश्लोक,1.Gश्लोक,,,,
,,,,,,,
,,,,,,,
2.1.A,तेन,उस पुल से,with that,,,,
,,,,,,,
,,,,,,,
,गत्वा,जाकर,having reached,,,,
,,,,,,,
,,,,,,,
,पुरीम्,पुरी को,to the city,,,,
,,,,,,,
,,,,,,,
,लङ्काम्,लङ्का को,Lanka,,,,
,,,,,,,
,,,,,,,
,हत्वा,मारकर,having killed,,,,
,,,,,,,
,,,,,,,
,रावणम्,रावण को,to Ravana,,,,
,,,,,,,
,,,,,,,
,आहवे,युद्ध में,in combat,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,सीताम्,सीता को,to Sita,,,,
,,,,,,,
,,,,,,,
,अनु-प्राप्य,प्राप्त कर,having got back,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,पराम्,अत्यधिक,great,,,,
,,,,,,,
,,,,,,,
,व्रीडाम्,लज्जा को,sense of shame,,,,
,,,,,,,
,,,,,,,
,उपागमत्,अनुभव किया,experienced(felt),,,,
,,,,,,,
,,,,,,,
3.1.A,ताम्,उस (सीता) को,to her(Sita),,,,
,,,,,,,
,,,,,,,
,उवाच,बोले,spoke,,,,
,,,,,,,
,,,,,,,
,ततः,तब,then,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,परुषम्,कठोर,harsh (words),,,,
,,,,,,,
,,,,,,,
,जन-संसदि,लोगों के समुदाय में,in the assembly,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,अमृष्यमाणा,न सहन करती हुई,resenting,,,,
,,,,,,,
,,,,,,,
,सा,वह (सीता),she,,,,
,,,,,,,
,,,,,,,
,सीता,सीता,Sita,,,,
,,,,,,,
,,,,,,,
,विवेश,प्रवेश कर गयी,entered,,,,
,,,,,,,
,,,,,,,
,ज्वलनम्,अग्नि (में),in fire,,,,
,,,,,,,
,,,,,,,
,सती,सती,chaste,,,,
,,,,,,,
,,,,,,,
4.1.A,ततः,तब,then,,,,
,,,,,,,
,,,,,,,
,अग्नि-वचनात्,अग्निदेव के वचन से,from the words of fire god,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,सीताम्,सीता को,Sita,,,,
,,,,,,,
,,,,,,,
,ज्ञात्वा,जानकर,having known,,,,
,,,,,,,
,,,,,,,
,विगत-कल्मषाम्,दोषरहित,sinless,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,कर्मणा,कार्य से,feat(achievment),,,,
,,,,,,,
,,,,,,,
,तेन,पूर्वोक्त,with that,,,,
,,,,,,,
,,,,,,,
,महता,श्रेष्ठ,remarkable,,,,
,,,,,,,
,,,,,,,
,त्रैलोक्यम्,तीनों लोक,all the three worlds,,,,
,,,,,,,
,,,,,,,
,स-चराचरम्,जड एवं चेतन,comprising animate and inanimate creature,,,,
,,,,,,,
,,,,,,,
,,,,,,,
5.1.A,स-देवर्षि-गणं,देवर्षिगणों से,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तुष्टं,प्रसन्न हुए,pleased,,,,
,,,,,,,
,,,,,,,
,राघवस्य,राम के,of shri Rama,,,,
,,,,,,,
,,,,,,,
,महात्मनः,महापुरुष,of the high souled,,,,
,,,,,,,
,,,,,,,
,बभौ,हुए,was,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,सम्-प्रहृष्टः,प्रसन्न हुए,extremely delighted,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,पूजितः,पूजित,honoured,,,,
,,,,,,,
,,,,,,,
,सर्व-दैवतैः,सभी देवताओं से,by all the gods,,,,
,,,,,,,
,,,,,,,
,,,,,,,
6.1.A,अभि-षिच्य,अभिषिक्त कर,having installed,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,लङ्कायाम्,लङ्का में,on the throne of Lanka,,,,
,,,,,,,
,,,,,,,
,राक्षसेन्द्रम्,राक्षसराज,the chief of ogres,,,,
,,,,,,,
,,,,,,,
,वि-भीषणम्,वि-भीषणम्,Vibhishana,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,कृत-कृत्यः,कृत-कृत्यः,felt accomplished of purpose,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तदा,उसी दिन,then,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,वि-ज्वरः,वि-ज्वरः,rid of anxiety,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,प्र-मुमोद,प्र-मुमोद,greatly rejoiced,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,ह,ह,ह,,,,
,,,,,,,
,,,,,,,
,85,85,85,,,,
,,,,,,,
,,,,,,,
7.1.A,देवताभ्यः,देवताौओं से,from the gods,,,,
,,,,,,,
,,,,,,,
,वरम्,वरदान,a boon,,,,
,,,,,,,
,,,,,,,
,प्राप्य,प्राप्त कर,having received,,,,
,,,,,,,
,,,,,,,
,समुत्थाप्य,सचेत करके,having aroused,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,वानरान्,वानरान्,to the monkeys,,,,
,,,,,,,
,,,,,,,
,अयोध्याम्,अयोध्या (की ओर),to Ayodhaya,,,,
,,,,,,,
,,,,,,,
,प्र-स्थितः,प्र-स्थितः,flew,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,पुष्पकेण,पुष्पक विमान से,by pushpaka,,,,
,,,,,,,
,,,,,,,
,सुहृद्-वृतः,सुहृद्-वृतः,accompanied by his relations and friends,,,,
,,,,,,,
,,,,,,,
,,,,,,,
8.1.A,भरद्वाजाश्रमम्,भरद्वाज के आश्रम,the hermitage of the sage,,,,
,,,,,,,
,,,,,,,
,गत्वा,जाकर,having reached,,,,
,,,,,,,
,,,,,,,
,आ-रामः,आ-राम,one who gives pleasure to all,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,सत्य-पराक्रमः,सत्य-पराक्रमः,having unfailing prowess,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,भरतस्य,भरत के,of Bharata,,,,
,,,,,,,
,,,,,,,
,अन्तिके,समीप,to the presence,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,हनूमन्तम्,हनुमान् को,to Hanuman,,,,
,,,,,,,
,,,,,,,
,व्यसर्जयत्,भेजा,"despatched,sent",,,,
,,,,,,,
,,,,,,,
9.1.A,पुनः,फिर,once more,,,,
,,,,,,,
,,,,,,,
,आख्यायिकाम्,वृत्तान्त,past history,,,,
,,,,,,,
,,,,,,,
,जल्पन्,कहते हुए,narrating,,,,
,,,,,,,
,,,,,,,
,सुग्रीव-सहितः,सुग्रीव-सहितः,accompanied by Sugriva,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तदा,तदा,then,,,,
,,,,,,,
,,,,,,,
,पुष्पकम्,पुष्पकम्,Pushpakam,,,,
,,,,,,,
,,,,,,,
,तत्,तत्,that,,,,
,,,,,,,
,,,,,,,
,समारुह्य,बैठकर,having boarded,,,,
,,,,,,,
,,,,,,,
,नन्दि-ग्रामम्,नन्दि-ग्रामम्,to Nandigrama,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,ययौ,पहुँचे,flew,,,,
,,,,,,,
,,,,,,,
,तदा,उसी दिन,then,,,,
,,,,,,,
,,,,,,,
10.1.A,नन्दि-ग्रामे,नन्दि-ग्रामे,at Nandigrama,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,जटाम्,जटा को,matted hair,,,,
,,,,,,,
,,,,,,,
,हित्वा,त्यागकर,having disentangled,,,,
,,,,,,,
,,,,,,,
,भ्रातृभिः,भ्रातृभिः,with brothers,,,,
,,,,,,,
,,,,,,,
,सहितः,सहितः,accompanied,,,,
,,,,,,,
,,,,,,,
,अनघः,अनघः,the sinless,,,,
,,,,,,,
,,,,,,,
,रामः,राम,shri Rama,,,,
,,,,,,,
,,,,,,,
,सीताम्,सीता को,Sita,,,,
,,,,,,,
,,,,,,,
,अनु-प्राप्य,अनु-प्राप्त कर,having got back,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,राज्यम्,राज्य को,(his) kingdom,,,,
,,,,,,,
,,,,,,,
,पुनः,फिर,once more,,,,
,,,,,,,
,,,,,,,
,अवाप्तवान्,अवाप्तवान्,regained,,,,
,,,,,,,
,,,,,,,
11.1.A,प्रहृष्ट-मुदितः,प्रहृष्ट-मुदितः,much delighted,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,लोकः,लोग,people,,,,
,,,,,,,
,,,,,,,
,तुष्टः,सन्तुष्ट,cheerful or contended,,,,
,,,,,,,
,,,,,,,
,पुष्टः,पुष्ट,well-fed,,,,
,,,,,,,
,,,,,,,
,सु-धार्मिकः,सु-धार्मिकः,exceedingly pious,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,निरामयः,निरामयः,free from mental agony,,,,
,,,,,,,
,,,,,,,
,हि,तो,positively,,,,
,,,,,,,
,,,,,,,
,अरोगः,शारीरिक रोग रहित,free from bodily ailment,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,दुर्भिक्ष-भय-वर्जितः,दुर्भिक्ष-भय-वर्जितः,rid of famine and fear,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,1.Aश्लोक,1.Fश्लोक,1.Gश्लोक,,,,
,,,,,,,
,,,,,,,
2.1.A,न,न,nor,,,,
,,,,,,,
,,,,,,,
,पुत्र-मरणं,पुत्र मरण,death of (their) son or daughter,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,केचित्,कोई,any,,,,
,,,,,,,
,,,,,,,
,द्रक्ष्यन्ति,देखेगा,will witness,,,,
,,,,,,,
,,,,,,,
,पुरुषः,पुरुष,men,,,,
,,,,,,,
,,,,,,,
,क्वचित्,कहीं,where,,,,
,,,,,,,
,,,,,,,
,नार्यः,नारियाँ,women,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,अविधवाः,अविधवा,not widows,,,,
,,,,,,,
,,,,,,,
,नित्यं,--,ever,,,,
,,,,,,,
,,,,,,,
,भविष्यन्ति,रहेगीं,will be,,,,
,,,,,,,
,,,,,,,
,पति-व्रताः,पतिव्रता,will be ever devoted to their husbands,,,,
,,,,,,,
,,,,,,,
,,,,,,,
3.1.A,न,न,nor,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,अग्नि-जम्,अग्नि से होने वाला,caused by fire,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,भयम्,भय,fear,,,,
,,,,,,,
,,,,,,,
,किञ्चित्,कोई,any,,,,
,,,,,,,
,,,,,,,
,न,न,nor,,,,
,,,,,,,
,,,,,,,
,अप्सु,जल में,in water,,,,
,,,,,,,
,,,,,,,
,मज्जन्ति,डूबते हैं,be drowned,,,,
,,,,,,,
,,,,,,,
,जन्तवः,प्राणी,living beings,,,,
,,,,,,,
,,,,,,,
,न,न,nor,,,,
,,,,,,,
,,,,,,,
,वातजम्,वायु सम्बद्ध,caused by wind,,,,
,,,,,,,
,,,,,,,
,भयम्,भय,fear,,,,
,,,,,,,
,,,,,,,
,किञ्चित्,कोई,any,,,,
,,,,,,,
,,,,,,,
,न,न,nor,,,,
,,,,,,,
,,,,,,,
,अपि,भी,also,,,,
,,,,,,,
,,,,,,,
,ज्वर-कृतं,ज्वर से,(fear) caused by fever,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तथा,और,and (other sacrifices),,,,
,,,,,,,
,,,,,,,
4.1.A,न,न,nor,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,अपि,भी,also,,,,
,,,,,,,
,,,,,,,
,क्षुद्-भयं,भूख का भय,fear of starvation,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तत्र,वहाँ न (राम राज्य में),there,,,,
,,,,,,,
,,,,,,,
,न,न,nor,,,,
,,,,,,,
,,,,,,,
,तस्कर-भयं,चोर का भय,the fear of thieves,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तथा,और,and,,,,
,,,,,,,
,,,,,,,
,नगराणि,नगर,cities,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,राष्ट्राणि,प्रदेश,states,,,,
,,,,,,,
,,,,,,,
,धन-धान्य-युतानि,सर्वसमृद्धिशाली,(will be) full of riches and food grains,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,च,और,and,,,,
,,,,,,,
,,,,,,,
,93,93,93,,,,
,,,,,,,
,,,,,,,
5.1.A,नित्यं,हमेशा,ever,,,,
,,,,,,,
,,,,,,,
,प्र-मुदिताः,प्रसन्न,extremely happy,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,सर्वे,सभी लोग,all,,,,
,,,,,,,
,,,,,,,
,यथा,जैसे,as,,,,
,,,,,,,
,,,,,,,
,कृत-युगे,सतयुग में,in Satyayuga,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,तथा,वैसे,-,,,,
,,,,,,,
,,,,,,,
,अश्वमेध-शतैः,सैकडों अश्वमेधों से,through hundreds of horse sacrifices,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,इष्ट्वा,यज्ञों को करके,having propitiated,,,,
